Title,IMDb,Netflix,Hulu,Prime Video,Disney+,Genres,Runtime
Zoom,4.4,1,0,0,0,Action;Adventure;Comedy;Family;Fantasy;Sci-Fi,93
Jack Whitehall: At Large,6.9,1,0,0,0,Comedy,67
Jarhead 3: The Siege,5.2,1,0,0,0,Action;Drama;War,95
Tremors 4: The Legend Begins,5.3,1,0,0,0,Action;Adventure;Comedy;Horror;Sci-Fi;Thriller;Western,101
The Girl Allergic to Wi-Fi,6.5,1,0,0,0,Romance,110
Legends of the Hidden Temple,5.8,1,0,0,0,Adventure;Family,65
Term Life,5.5,1,0,0,0,Crime;Drama;Thriller,93
Carmen Sandiego: To Steal or Not to Steal,6.8,1,0,0,0,Animation;Short;Action;Adventure;Family,31
Tunisian Victory,6.6,1,0,1,0,Documentary;War,75
Aiyaary,5.3,1,0,0,0,Action;Thriller,157
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),6.8,1,0,0,0,Comedy,78
Zindagi Kitni Haseen Hay,6.2,1,0,0,0,Adventure;Romance,
Milada,6.1,1,0,0,0,Biography;Drama;History,124
Sabrina,4.2,1,0,0,0,Comedy;Family;Fantasy,22
Sex Doll,4.5,1,0,0,0,Thriller,102
Spy Time,6.1,1,0,0,0,Action;Adventure;Comedy,93
Iliza Shlesinger: Unveiled,6.4,1,0,0,0,Comedy,78
Vir Das: Losing It,7,1,0,0,0,Comedy,67
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,6.3,1,0,0,0,Adventure;Comedy;Crime,108
The Creative Brain,6.4,1,0,0,0,Documentary,52
We Need to Talk,5.8,1,0,0,0,Comedy;Drama,
Cracked Up: The Darrell Hammond Story,7.3,1,0,0,0,,
Hypersomnia,5.5,1,0,0,0,Fantasy;Horror;Mystery;Thriller,90
Bygones Be Bygones,6.3,1,0,0,0,Comedy,108
Shuddhi,8,1,0,0,0,Crime;Drama;Thriller,114
Kevin James: Sweat the Small Stuff,7.5,1,0,0,0,Documentary;Comedy,60
Fasel Wa Naoud,6.5,1,0,0,0,Drama;Mystery;Thriller,110
The Last Face,4.9,1,0,0,0,Drama;Romance,130
Uriyadi 2,7.4,1,0,0,0,Action;Thriller,119
Nikki Glaser: Bangin',5.8,1,0,0,0,Comedy,63
Break Up 100,5.8,1,0,0,0,Comedy;Romance,105
An Hour and a Half,7.1,1,0,0,0,Drama,87
Garfunkel and Oates: Trying to be Special,7.4,1,0,0,0,Comedy,62
The Ghost Who Walks,5.2,1,0,0,0,Crime;Drama,106
Monty Python: The Meaning of Live,7.6,1,0,0,0,Documentary,90
Singh Saab the Great,5.7,1,0,0,0,Action;Drama,134
Patiala House,5.6,1,0,0,0,Drama;Sport,140
Deliha,4.6,1,0,0,0,Comedy;Family;Romance,107
Duck Duck Goose,5.7,1,0,0,0,Animation;Adventure;Comedy;Family,91
Alpha and Omega: The Legend of the Saw Tooth Cave,5.4,1,0,0,0,Animation;Action;Adventure;Comedy;Drama;Family;Fantasy;Thriller,45
ReMastered: Devil at the Crossroads,7,1,0,0,0,Documentary;Biography,48
The Real Miyagi,7.1,1,0,0,0,Documentary;Action;Biography;Sport,80
The Influence,4.5,1,0,0,0,Horror,99
Transformer,7.4,1,0,0,0,Documentary,78
What a Wonderful Family!,6.9,1,0,0,0,Comedy,108
A Champion Heart,5.3,1,0,0,0,Family,90
Deon Cole: Cole Hearted,6.9,1,0,0,0,Comedy,69
Chronically Metropolitan,5.1,1,0,0,0,Comedy;Drama,90
Lucknow Central,6.2,1,0,0,0,Action;Drama;Music;Thriller,133
Jeff Dunham: Unhinged in Hollywood,6.6,1,0,0,0,Comedy,71
Ely Bali Balak,6.5,1,0,0,0,Comedy;Drama;Romance,115
Dab6e,5.7,1,0,0,0,Horror;Mystery,160
Lovely Complex,6.3,1,0,0,0,Animation;Comedy;Romance,
Humko Deewana Kar Gaye,5.2,1,0,0,0,Drama;Romance,155
Pizza,6.2,1,0,1,0,Horror;Thriller,127
Sethum Aayiram Pon,7.1,1,0,0,0,Family,102
Chris Brown: Welcome to My Life,5.7,1,0,0,0,Documentary,80
The Drowning,4.4,1,0,0,0,Drama;Thriller,95
ReMastered: Massacre at the Stadium,7.3,1,0,0,0,Documentary;Drama,64
Heroine,5.1,1,0,0,0,Drama;Fantasy;Mystery;Thriller,43
All in My Family,6.7,1,0,0,0,Documentary;Short;Family,39
Wild Oats,5.7,1,0,0,0,Action;Adventure;Comedy;Drama,86
Welcome to Sajjanpur,6.9,1,0,0,0,Comedy;Drama,133
Bill Hicks: One Night Stand,8.2,1,0,0,0,,
You Get Me,4.6,1,0,0,0,Crime;Drama;Romance;Thriller,89
Oh; Ramona!,4.9,1,0,0,0,Comedy;Romance,109
Deuces,5.9,1,0,0,0,Action;Crime;Drama,87
Tom Papa: You're Doing Great!,7.1,1,0,0,0,Comedy,60
Gridlocked,5.8,1,0,0,0,Action,110
Rattlesnake,4.6,1,0,0,0,Drama;Horror;Mystery;Thriller,85
Jo Koy: Live from Seattle,7.1,1,0,0,0,Comedy,62
NiNoKuni,6.1,1,0,0,0,Animation;Action;Adventure;Family;Fantasy;Romance,106
Whitney Cummings: Money Shot,6.3,1,0,1,0,Documentary;Comedy,48
Alpha and Omega 2: A Howl-iday Adventure,5.1,1,0,0,0,Animation;Action;Adventure;Comedy;Family,45
Mac & Devin Go to High School,4.4,1,0,0,0,Comedy,75
Husband Factor,6.2,1,0,0,0,Comedy;Drama;Fantasy;Romance,108
Ram Jaane,5.4,1,0,0,0,Action;Crime;Drama;Romance,122
Judy Moody and the Not Bummer Summer,4.2,1,0,0,0,Comedy;Family,91
The Bare-Footed Kid,6.5,1,0,1,0,Action;Drama,90
Chelsea Handler: Uganda Be Kidding Me Live,5.8,1,0,0,0,Comedy,71
Jarhead: Law of Return,6.2,1,0,0,0,Action;Drama;War,103
The Plane Tree,6.2,1,0,0,0,Comedy;Drama;Romance,115
Shonar Pahar,8.1,1,0,0,0,Drama,140
Dana Carvey: Straight White Male; 60,6.4,1,0,0,0,Comedy,64
Pulang,6.7,1,0,0,0,Drama,120
Cities of Last Things,6.2,1,0,0,0,Crime;Drama;Sci-Fi,106
Betty White: First Lady of Television,7.8,1,0,0,0,Documentary,57
Tim Minchin: So F**king Rock Live,8.1,1,0,1,0,Comedy;Music,127
Tinker',5.1,1,0,0,0,Drama;Family;Sci-Fi,97
Grandmaster,7,1,0,0,0,Action;Thriller,100
The Brave,5,1,0,0,0,Drama;Western,110
Fitoor,5.4,1,0,0,0,Drama;Romance,131
Derren Brown: Miracles for Sale,7.8,1,0,0,0,Documentary,73
The Killer,6,1,0,0,0,Crime;Drama;Mystery;Thriller,105
Making Unorthodox,,1,0,0,0,Short;Documentary,
White Chamber,4.4,1,0,0,0,Drama;Horror;Sci-Fi;Thriller,89
100 Days of Loneliness,6.6,1,0,0,0,Documentary;Drama,93
The Crew,6.3,1,0,0,0,Action;Crime;Drama;Thriller,81
Curtiz,6,1,0,0,0,Biography;Drama;History,98
Dragonheart: Battle for the Heartfire,5.3,1,0,0,0,Action;Adventure;Drama;Fantasy,98
Woody Woodpecker,4.1,1,0,0,0,Comedy;Family,91
Caregiver,6.3,1,0,0,0,Drama,130
Annabelle Hooper and the Ghosts of Nantucket,5.6,1,0,0,0,Adventure;Family;Mystery,92
Ninjago: Masters of Spinjitzu - Day of the Departed,7,1,0,0,0,Animation,44
Joy,6.6,1,0,0,0,Biography;Drama,124
This Earth of Mankind,6.5,1,0,0,0,Drama;History,181
6-5=2,6,1,0,1,0,Horror;Thriller,105
Single,6.8,1,0,0,0,Short;Romance,15
ReMastered: The Two Killings of Sam Cooke,7.2,1,0,0,0,Documentary;Music,74
Out Of The Clear Blue Sky,6.4,1,0,0,0,Documentary,107
Getaway Plan,5.6,1,0,0,0,Action;Adventure;Crime;Drama;Thriller,105
Sol Levante,4.8,1,0,0,0,Action;Crime;Drama;Mystery;Thriller,125
Heirs,5.7,1,0,0,0,Comedy;Drama;Romance,55
Russell Howard: Recalibrate,7.4,1,0,0,0,Comedy,69
The Third Party,6.1,1,0,0,0,Comedy;Romance,118
Jack of all Trades,6.1,1,0,0,0,Adventure;Action;Comedy;Fantasy,30
The 3rd Eye,5.1,1,0,0,0,Horror;Thriller,107
Jen Kirkman: Just Keep Livin'?,6.7,1,0,0,0,Comedy,69
Revenge of the Green Dragons,5.3,1,0,0,0,Action;Crime;Drama,94
The Flying Guillotine,6.7,1,0,1,0,Action;Drama,105
Mostly Sunny,5.4,1,0,0,0,Documentary,83
Laddaland,6.3,1,0,0,0,Drama;Horror,113
The Bomb,7.6,1,0,0,0,Documentary,55
Jessica Darling's It List,5.4,1,0,0,0,Family,79
The Heroes of Evil,6.2,1,0,0,0,Drama,98
Motichoor Chaknachoor,5.8,1,0,0,0,Comedy;Romance,150
Finally Found Someone,5.7,1,0,0,0,Comedy;Romance,125
Carbon,6.9,1,0,0,0,Crime;Thriller,104
Fronteras,4.2,1,0,0,0,Drama;Romance,96
Da Kath and Kim Code,7.4,1,0,0,0,Comedy,82
ATM: Er Rak Error,7.1,1,0,0,0,Comedy;Romance,123
Dedemin Fişi,5.6,1,0,0,0,Comedy;Family,100
Liberated: The New Sexual Revolution,6,1,0,0,0,Documentary,84
The Insomnia Club,6.3,1,0,0,0,Short;Mystery;Thriller,45
Love; Surreal and Odd,5.7,1,0,0,0,Comedy;Romance,95
You're My Boss,6.3,1,0,0,0,Comedy;Romance,116
Deep,4.1,1,0,0,0,Animation;Adventure;Comedy;Family,92
Christmas Wedding Planner,4.3,1,0,0,0,Romance,86
Krystal,5.4,1,0,0,0,Comedy;Drama,90
My Stupid Boss 2,6.6,1,0,0,0,Adventure;Comedy,96
Maacher Jhol,7,1,0,0,0,Drama,108
Rangreza,5.4,1,0,0,0,Music;Romance,145
P,5.1,1,0,0,0,Drama;Horror,110
Nibunan,6.6,1,0,0,0,Action;Crime;Thriller,127
Tere Naal Love Ho Gaya,5.8,1,0,0,0,Comedy;Drama;Romance,130
Daughter of the Lake,7.2,1,0,0,0,Documentary,87
Jewel's Catch One,6.7,1,0,0,0,Documentary,85
We Are Moluccans,8.2,1,0,0,0,Biography;Drama;History;Sport,151
Animas,4.8,1,0,0,0,Horror;Thriller,83
Spivak,5.5,1,0,0,0,Comedy,91
The Devil Inside,4.2,1,0,0,0,Horror,83
Russell Peters: Almost Famous,6.5,1,0,0,0,Comedy,73
Hikaru Utada Laughter in the Dark Tour 2018,8.6,1,0,0,0,Music,141
Kidnapping Stella,4.8,1,0,0,0,Thriller,89
Salam - The First ****** Nobel Laureate,7.9,1,0,0,0,Documentary,75
My Perfect Romance,4.6,1,0,0,0,Romance,91
Colin Quinn: Red State; Blue State,7.6,1,0,0,0,Comedy,
Paris Is Us,4.6,1,0,0,0,Drama,83
Nothing to Lose,5.5,1,0,1,0,Action;Adventure;Comedy;Crime,98
Birth Reborn,8,1,0,0,0,Documentary;Family;History,91
Love for Sale 2,6.9,1,0,0,0,Drama;Romance,92
Thunderbolt,6.6,1,0,1,0,Comedy;Crime;Drama,115
I'll Sleep When I'm Dead,6.6,1,0,0,0,Crime;Drama;Mystery;Thriller,103
Mango Dreams,7.8,1,0,0,0,Adventure;Drama,92
Race 2,5.3,1,0,0,0,Action;Crime;Thriller,150
Saving Zoë,5.2,1,0,0,0,Crime;Drama;Mystery,95
The Ryan White Story,7.3,1,0,0,0,Biography;Drama,105
Beauty and the Bestie,4.7,1,0,0,0,Action;Comedy;Drama,119
Todd Barry: Spicy Honey,6.7,1,0,0,0,Comedy,60
Christmas with a View,5.1,1,0,0,0,Drama;Romance,91
Happy Family,4.8,1,0,0,0,Animation;Comedy;Family;Horror,93
Reincarnated,6.2,1,0,0,0,Documentary;Music,96
Tracy Morgan: Staying Alive,6.1,1,0,0,0,Comedy,60
The Mad Monk,6.2,1,0,1,0,Comedy;Fantasy,89
We Are Family,6.1,1,0,0,0,Comedy;Drama;Family,94
Kaalia,6.8,1,0,1,0,Action;Drama,157
Kath & Kimderella,5.3,1,0,0,0,Comedy,86
Dragons: Rescue Riders: Hunt for the Golden Dragon,6.1,1,0,0,0,Animation;Adventure,46
Tootsies & The Fake,5.9,1,0,0,0,Comedy,109
14 Cameras,4.5,1,0,0,0,Crime;Drama;Horror;Thriller,90
All The Freckles In The World,5.2,1,0,0,0,Comedy;Romance;Sport,91
Eyyvah Eyvah 3,6,1,0,0,0,Comedy,105
Material,7.4,1,0,0,0,Comedy;Drama,94
Roll with Me,8.5,1,0,0,0,Documentary,90
Line Walker,6.1,1,0,1,0,Action;Crime;Mystery;Thriller,109
Lorena; Light-footed Woman,7.1,1,0,0,0,Documentary;Short;Sport,28
Rock my Heart,6.5,1,0,0,0,Drama,105
Journey To Greenland,6.3,1,0,0,0,Comedy,98
One Last Thing,6.1,1,0,0,0,Drama,91
Shark Night 3D,4,1,0,0,0,Horror;Thriller,90
Öldür Beni Sevgilim,4.5,1,0,0,0,Comedy;Romance,104
Shimla Mirchi,4.7,1,0,0,0,Comedy;Romance,129
Expedition Happiness,5.9,1,0,0,0,Documentary,95
Brij Mohan Amar Rahe!,6.9,1,0,0,0,Comedy;Crime;Drama,105
Generation Iron 2,6.1,1,0,0,0,Documentary,106
A Beautiful Life,6.7,1,0,0,0,Drama;Romance,124
The Runner,4.7,1,0,0,0,Drama,90
Spanish Affair 2,5.3,1,0,0,0,Comedy;Romance,99
Fiza,6.1,1,0,0,0,Action;Crime;Drama;Romance,170
Cave,4.2,1,0,0,0,Adventure;Crime;Thriller,85
Russell Brand: Re:Birth,6.5,1,0,0,0,Comedy,63
Kings,5,1,0,0,0,Crime;Drama;Romance;Thriller,86
The Mansion,4.6,1,0,0,0,Comedy;Horror,100
Pizza; Beer; and Cigarettes,7.1,1,0,0,0,Crime;Drama,92
Forgive Us Our Debts,6,1,0,0,0,Drama,104
The Gospel of Matthew,8.4,1,0,0,0,Drama,190
Wild Tango,6.8,1,0,0,0,Biography;Drama;Music;Romance,124
Tiffany Haddish: Black Mitzvah,6.1,1,0,0,0,Comedy,55
Meghnadbodh Rohoshyo,6.3,1,0,0,0,Thriller,
Rory Scovel Tries Stand-Up for the First Time,6.7,1,0,0,0,Documentary;Comedy,66
Cedric the Entertainer: Live from the Ville,5.9,1,0,0,0,Comedy,
Trailer Park Boys - Live in F**kin' Dublin,5.9,1,0,0,0,Comedy,81
Brahman Naman,5.6,1,0,0,0,Comedy,95
All the Devil's Men,5.1,1,0,0,0,Action,99
Suzzanna: Buried Alive,5.6,1,0,0,0,Comedy;Drama;Horror;Thriller,125
Bomb Scared,5.6,1,0,0,0,Comedy,89
Liar's Dice,6.9,1,0,0,0,Adventure;Drama;Family,104
All Light Will End,4,1,0,0,0,Horror;Thriller,84
Boss Wants a Happy Ending,6.1,1,0,0,0,Comedy;Romance,109
Judd Apatow: The Return,6.2,1,0,0,0,Comedy,69
#cats_the_mewvie,5.2,1,0,0,0,Documentary,90
Hantu Kak Limah,6.4,1,0,0,0,Comedy;Horror,111
Jo Koy: Comin’ In Hot,7.4,1,0,0,0,Comedy,60
The Holiday Calendar,5.7,1,0,0,0,Drama;Fantasy;Romance,95
The Lost Brother,6.5,1,0,0,0,Crime;Drama;Thriller,112
ReMastered: Tricky Dick & The Man in Black,7.2,1,0,0,0,Documentary;Biography,59
Mauricio Meirelles: Generating Chaos,6.5,1,0,0,0,Comedy,63
Laerte-se,6.9,1,0,0,0,Documentary,100
Manhattan Romance,5.6,1,0,0,0,Comedy;Drama;Romance,94
Street Flow,6.3,1,0,0,0,Crime,96
F.R.E.D.I.,5,1,0,0,0,Adventure;Family;Sci-Fi,89
Bon Bini Holland,5.6,1,0,0,0,Comedy,85
City of God – 10 Years Later,6.4,1,0,0,0,Documentary,70
Shanghai Fortress,4.3,1,0,0,0,Sci-Fi;War,107
Jo Pil-ho: The Dawning Rage,6.2,1,0,0,0,Action;Crime;Drama;Thriller,127
La Pena Máxima,6.8,1,0,0,0,Comedy,89
Neevevaro,6.9,1,0,0,0,Romance,130
Tiffany Haddish: She Ready! From the Hood to Hollywood!,6.6,1,0,0,0,Comedy,65
Coin Heist,4.8,1,0,0,0,Crime;Drama;Romance;Thriller,97
Headwinds,6.5,1,0,0,0,Drama;Mystery,91
BNK48: Girls Don't Cry,7.3,1,0,0,0,Documentary,100
The Surrounding Game,6.6,1,0,0,0,Documentary;Drama;History;Sport,97
Chalay Thay Saath,6.7,1,0,0,0,Comedy;Romance,120
The Dreamer,6.8,1,0,0,0,Adventure;Drama,120
Budapest,5.3,1,0,0,0,Comedy,102
Trailer Park Boys: Live at the North Pole,6.2,1,0,0,0,Comedy,
Jatt James Bond,6.7,1,0,0,0,Comedy,220
The Mars Generation,6.4,1,0,0,0,Documentary,97
Our Shining Days,6.9,1,0,0,0,Drama;Music,103
People You May Know,5.6,1,0,0,0,Comedy;Drama;Romance,92
Kalakalappu,6.9,1,0,0,0,Comedy,135
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,5.8,1,0,0,0,Animation;Short;Action;Adventure;Comedy;Fantasy;Sci-Fi,22
Fanatyk,6.6,1,0,0,0,Drama,98
The Recall,4.3,1,0,1,0,Action;Sci-Fi;Thriller,90
Los ladrones viejos: Las leyendas del artegio,8.2,1,0,0,0,Documentary,97
The Maus,5,1,0,0,0,Drama;Fantasy,90
Les Étoiles Vagabondes,7.1,1,0,0,0,Documentary,86
Tom Papa: Live in New York City,7.1,1,0,0,0,Comedy,41
Marlon Wayans: Woke-ish,6.5,1,0,0,0,Documentary;Comedy,68
Yes or No: Come Back to Me,6.4,1,0,0,0,Comedy;Romance,108
Thi Mai,5.9,1,0,0,0,Comedy,99
Our Godfather,6.8,1,0,0,0,Documentary,92
Naan Sigappu Manithan,6.5,1,0,1,0,Action;Drama;Thriller,149
Ron White: If You Quit Listening; I'll Shut Up,6.5,1,0,0,0,Comedy,63
Deliha 2,4.6,1,0,0,0,Comedy,106
Truth or Dare,5,1,0,1,0,Horror;Thriller,100
ReMastered: The Miami Showband Massacre,7,1,0,0,0,Documentary;Crime;Music,71
Simon Amstell: Set Free,6.5,1,0,0,0,Comedy,51
Filosofi Kopi,7.1,1,0,0,0,Drama,117
Moor,7.7,1,0,0,0,Drama,100
Sofía Niño de Rivera: Exposed,7.4,1,0,0,0,Comedy,
Darc,5.8,1,0,0,0,Action;Thriller,97
Cinderella Pop,4.6,1,0,0,0,Drama;Family;Fantasy;Romance,105
Monsters: Dark Continent,4.3,1,0,0,0,Action;Drama;Horror;Sci-Fi;Thriller;War,119
Lens,6.9,1,0,0,0,Drama;Mystery;Thriller,109
Aakhri Adaalat,5.3,1,0,0,0,Action;Thriller,
Belief: The Possession of Janet Moses,5.8,1,0,0,0,Documentary;Crime;Drama;Horror;Mystery,89
Kurbaan,5.7,1,0,0,0,Action;Crime;Drama;Thriller,161
Buddies,6.7,1,0,0,0,Action;Crime;Drama;Musical;Romance,152
Colin Quinn: The New York Story,6.7,1,0,0,0,Comedy,62
The Devil and Father Amorth,4.6,1,0,0,0,Documentary;Horror,68
Lionheart,5.6,1,0,1,0,Action;Crime;Drama;Sport,108
Lifeline,6.6,1,0,0,0,Action;Sci-Fi;Thriller,25
The Doll,5.3,1,0,0,0,Horror;Mystery;Thriller,89
Beauties of the Night,7.3,1,0,0,0,Comedy;Fantasy;Music;Romance,87
LeapFrog: The Letter Factory,7.9,1,0,0,0,Short;Family,35
LEGO Marvel Super Heroes - Guardians of the Galaxy: The Thanos Threat,6.1,1,0,0,0,Animation;Short;Action;Adventure;Comedy;Fantasy;Sci-Fi,22
Stunt School,4.4,1,0,0,0,Comedy,96
Craig Ferguson: Tickle Fight,6.6,1,0,0,0,Comedy,66
Malicious,5,1,0,0,0,Comedy;Drama;Romance,97
It's for Your Own Good,5.5,1,0,0,0,Comedy,93
My Own Man,6.4,1,0,0,0,Documentary;Comedy;Drama;Family,82
Leal,6,1,0,0,0,Action;Crime;Drama,107
The Next Skin,6.2,1,0,0,0,Drama;Mystery;Thriller,103
Vodka Diaries,5.6,1,0,1,0,Mystery;Thriller,120
The House of Flowers Presents: The Funeral,7.6,1,0,0,0,,
Barbie: Star Light Adventure,5.9,1,0,0,0,Animation;Family;Sci-Fi,79
Beyond All Boundaries,8.1,1,0,0,0,Short;War,30
Girls with Balls,3.8,1,0,0,0,Comedy;Horror,77
Sadie's Last Days on Earth,5.2,1,0,0,0,Comedy,90
Yellowbird,5.6,1,0,0,0,Animation;Adventure;Comedy;Family,90
Alelí,6.4,1,0,0,0,Comedy;Drama,88
Back to School,5.3,1,0,0,0,Comedy,111
A Glimpse Inside the Mind of Charles Swan III,4.8,1,0,0,0,Comedy,86
Escape from Mr. Lemoncello's Library,5.3,1,1,0,0,Family,69
Romantik Komedi,5.3,1,0,0,0,Comedy;Romance,95
Justine,6.9,1,0,0,0,Drama,106
Kobiety mafii 2,3.8,1,0,0,0,Action;Crime;Drama,138
Ragini MMS,4.9,1,0,0,0,Drama;Horror;Mystery;Thriller,93
The 100 Years Show,7.4,1,0,0,0,Documentary;Short;Biography,30
Joan Rivers: Don't Start with Me,6.5,1,0,0,0,Comedy,68
Beak & Brain,8.1,1,0,0,0,Documentary,
Little Singham aur Kaal ka Mahajaal,,1,0,0,0,,
Made in China,5.7,1,0,0,0,Comedy;Drama,128
Holiday Rush,4.8,1,0,0,0,Comedy;Romance,92
Ascharya Fuck It,5,1,0,0,0,Comedy;Romance,
Honey: Rise Up and Dance,5.1,1,0,0,0,Drama;Music,100
The Search for Life in Space,6.4,1,0,0,0,Documentary;Short,32
Puss in Book: Trapped in an Epic Tale,5.3,1,0,0,0,Animation;Short;Action;Adventure;Comedy;Family;Fantasy,23
Vaya,7.8,1,0,0,0,Drama,115
Christina P: Mother Inferior,6.3,1,0,0,0,Comedy,59
Def Comedy Jam 25,6.6,1,0,0,0,Documentary;Comedy,80
Crossroads: One Two Jaga,6.5,1,0,0,0,Crime;Drama,85
Chameli,7,1,0,0,0,Drama,108
Night Fare,5.5,1,0,0,0,Thriller,80
When Angels Sleep,5.4,1,0,0,0,Drama;Thriller,91
The Last Thing He Wanted,4.2,1,0,0,0,Crime;Drama;Mystery;Thriller,115
Chaahat,5.5,1,0,0,0,Drama;Romance,151
Dance Flick,3.5,1,0,1,0,Action;Comedy;Music,83
Haani,7.1,1,0,0,0,Family;Romance,138
My Führer,5.5,1,0,0,0,Comedy;Drama;War,89
The (Silent) War,5.6,1,0,0,0,Action;Drama,121
The Trap,4.3,1,0,1,0,Drama;Thriller;War,62
Love and Shukla,7.3,1,0,0,0,Comedy;Drama;Romance,107
Godzilla: The Planet Eater,5,1,0,0,0,Animation;Action;Adventure;Horror;Sci-Fi,91
The Meaning of Monty Python,7.7,1,0,0,0,Documentary,60
Goli Soda 2,7.3,1,0,0,0,Drama,128
The 3rd Eye 2,5.5,1,0,0,0,Horror;Mystery;Thriller,116
The Reconquest,6.7,1,0,0,0,Drama,108
Raising the Bar,5.6,1,0,0,0,Drama;Family;Sport,93
Much Ado About Nothing,6.5,1,0,0,0,Comedy;Drama;Romance,111
Maria Bamford: Old Baby,5.9,1,0,0,0,Documentary;Comedy,64
Jacob's Ladder,3.4,1,0,1,0,Drama;Horror;Mystery,113
Airplane Mode,3.8,1,0,0,0,Comedy,80
Unchained: The Untold Story of Freestyle Motocross,7.9,1,0,1,0,Documentary,92
The Great Gambler,6.5,1,0,1,0,Action;Crime;Romance;Thriller,105
Who the Fuck is That Guy?: The Fabulous Journey of Michael Alago,6.1,1,0,0,0,Documentary;Music,85
Maz Jobrani: Immigrant,6.6,1,0,0,0,Comedy,112
Heroes Wanted,4.6,1,0,0,0,Action;Adventure;Comedy,95
Sisterakas,5.4,1,0,0,0,Comedy,110
Colin Quinn: Unconstitutional,7.1,1,0,1,0,Comedy,55
Adam Devine: Best Time of Our Lives,5.8,1,0,0,0,Comedy,58
ReMastered: The Lion's Share,6.9,1,0,0,0,Documentary;Music,84
Hide and Seek,5.9,1,0,1,0,Drama;Horror;Mystery;Thriller,101
Cabin Fever,3.7,1,0,0,0,Horror,93
Bazaar,7.3,1,0,0,0,Crime;Drama;Thriller,137
LEGO Jurassic World: The Indominus Escape,5.7,1,0,0,0,Animation;Action;Adventure;Comedy;Family;Sci-Fi,24
Memory Games,6.7,1,0,0,0,Documentary,85
A Remarkable Tale,5.2,1,0,0,0,Comedy,93
Playing Hard,6.1,1,0,0,0,Drama,88
Berlin; I Love You,4.6,1,0,0,0,Drama;Romance,120
Bhouri,6.7,1,0,1,0,Drama,140
Compulsión,5.6,1,0,0,0,Biography;Crime;Drama;History;Thriller,103
Kathleen Madigan: Bothering Jesus,6.8,1,0,0,0,Comedy,72
The Great Magician,5.9,1,0,0,0,Comedy;Drama;Mystery;Romance,128
Manusangada,8.4,1,0,0,0,Drama,93
Silent,6.4,1,0,0,0,Short;Drama,14
The Boss's Daughter,5.5,1,0,0,0,Comedy;Drama;Romance,98
Road Trip: Beer Pong,4.9,1,0,0,0,Comedy,95
Upstarts,6.6,1,0,0,0,Drama,112
ReMastered: Who Shot the Sheriff,6.9,1,0,0,0,Documentary,57
2;215,7.9,1,0,0,0,Documentary,90
Iron Man & Captain America: Heroes United,5.5,1,0,0,0,Animation;Action;Adventure;Family;Sci-Fi,71
The Dancer,7.1,1,0,0,0,Biography;Drama;History;Music,108
Good Sam,5.6,1,0,0,0,Comedy,89
El Dealer,5.7,1,0,0,0,Documentary,22
The George McKenna Story,6.1,1,0,0,0,Biography;Drama,100
I'm Brent Morin,6.5,1,0,0,0,Comedy,67
The Gentleman Driver,6.3,1,0,0,0,Documentary,83
One 2 Ka 4,5.4,1,0,0,0,Action;Comedy;Crime;Drama;Thriller,169
Tahaan,7.1,1,0,1,0,Drama,97
The Darkest Dawn,4,1,0,0,0,Sci-Fi,76
Jail,6.2,1,0,1,0,Drama,131
The Only Mother,6.5,1,0,0,0,Comedy,105
Tottaa Pataaka Item Maal,7.9,1,0,0,0,Drama,107
Professor,7,1,0,0,0,Comedy;Drama;Musical;Romance,166
Rogue Warfare,2.6,1,0,0,0,Action,103
The Super Parental Guardians,4.4,1,0,0,0,Comedy,115
Barbie: Dolphin Magic,5.6,1,0,0,0,Animation;Adventure;Family;Fantasy,63
Judwaa,6,1,0,1,0,Action;Comedy;Drama;Romance,138
Chupan Chupai,5.8,1,0,0,0,Comedy;Crime,118
Kismat Konnection,5.2,1,0,0,0,Comedy;Drama;Romance,153
Kyaa Kool Hai Hum,6.1,1,0,0,0,Comedy;Mystery,172
Gun City,6.3,1,0,0,0,Crime;History;Thriller,126
Katt Williams: Kattpacalypse,5.5,1,0,0,0,Comedy,60
Dry Martina,5.9,1,0,0,0,Comedy;Drama,95
The Doll 2,5.4,1,0,0,0,Horror;Thriller,117
Malcriados,6.1,1,0,0,0,Comedy,97
Santa Girl,5,1,0,1,0,Comedy;Romance,90
The Breakup Playlist,6.5,1,0,0,0,Drama;Music;Romance,117
Full Count,5.5,1,0,0,0,Drama;Fantasy;Sport,110
Welcome Mr. President!,6.2,1,0,0,0,Talk-Show,
My Honor Was Loyalty,4.4,1,0,0,0,Drama;War,95
Music Teacher,6.4,1,0,0,0,Drama,101
Lucas Brothers: On Drugs,5.5,1,0,0,0,Comedy,50
All the Reasons to Forget,6.3,1,0,0,0,Comedy;Drama,91
Reggie Watts: Spatial,6.1,1,0,0,0,Comedy;Music,
Hunt to Kill,5.2,1,0,0,0,Action;Thriller,98
I'm in Love with a Church Girl,4.4,1,0,0,0,Crime;Drama;Romance,118
Michael Lost and Found,5.2,1,0,0,0,Documentary;Short,19
3 Türken und ein Baby,5.5,1,0,0,0,,
Metro,7.3,1,0,0,0,Thriller,104
Hayat Öpücüğü,5.9,1,0,0,0,Comedy;Drama;Romance,102
